file,return,buy_hold_return,trades,win_rate,max_dd,sharpe,sortino,profit_factor,avg_trade,best_trade,worst_trade,final_equity
PYTH_solana_4H.csv,0.0,-22.357002966619216,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
RENDER_solana_4H.csv,0.0,-45.19296842241564,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
REQ_ethereum_4H.csv,0.0,-15.425220044134896,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
RESOLV_ethereum_4H.csv,0.0,-59.74935306142309,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
REZ_ethereum_4H.csv,0.0,-24.98087810760334,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
RLB_ethereum_4H.csv,0.0,44.31775016078255,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
RNDR_ethereum_4H.csv,0.0,-44.94174030721158,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
RSR_ethereum_4H.csv,0.0,-46.56396625484715,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
SAND_ethereum_4H.csv,0.0,-36.305371505932435,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
SEI_ethereum_4H.csv,0.0,-25.525667516616586,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
SKY_ethereum_4H.csv,0.0,-40.633409975517814,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
SNX_ethereum_4H.csv,0.0,-4.266693742327915,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
SOL_solana_4H.csv,-13.089774835166434,-3.731605418867128,2,0.0,-13.935207167346286,-3.219385853771995,-2.36586774370989,0.0,-6.784894919750539,-4.994513805952974,-8.541536250078167,86910.22516483357
SOPH_ethereum_4H.csv,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
SPX_solana_4H.csv,0.0,-49.70269606567632,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
STG_ethereum_4H.csv,0.0,-24.286381226882813,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
STRK_ethereum_4H.csv,0.0,22.616507487059827,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
SUPER_ethereum_4H.csv,0.0,-58.507447920395094,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
SUSHI_ethereum_4H.csv,0.0,-37.85231335396844,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
SYRUP_ethereum_4H.csv,0.0,-43.66901911465862,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
S_solana_4H.csv,0.0,6.083520783046368,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
TNSR_solana_4H.csv,0.0,19.042008723145898,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
TON_ethereum_4H.csv,0.0,-44.3637101285573,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
TRUMP_solana_4H.csv,0.0,-34.426557432267685,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
TRX_solana_4H.csv,0.0,1.6923926335857715,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
TURBO_ethereum_4H.csv,186.15629827944713,141.80732575751063,1,100.0,-18.485637285814228,0.021931094229671867,6376.941339013596,0.0,228.69386380237023,228.69386380237023,228.69386380237023,286156.29827944713
UMA_ethereum_4H.csv,0.0,-27.0388925365336,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
UNIBOT_ethereum_4H.csv,0.0,-35.26374776844177,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
UNI_solana_4H.csv,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
USUAL_ethereum_4H.csv,0.0,-64.54588435089765,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
VINE_solana_4H.csv,0.0,4.158916404441333,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
VIRTUAL_solana_4H.csv,0.0,-42.701764014096376,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
WCT_ethereum_4H.csv,0.0,-68.85035283900814,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
WLD_solana_4H.csv,0.0,-30.80829273241264,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
WLFI_solana_4H.csv,0.0,-21.634804356963983,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
W_solana_4H.csv,0.0,-30.072205505757577,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
XAI_solana_4H.csv,0.0,22.655710012865388,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
XLM_solana_4H.csv,0.0,-0.027188675750539706,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
XPL_ethereum_4H.csv,0.0,149892134.2227413,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
XRP_ethereum_4H.csv,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
YGG_ethereum_4H.csv,0.0,-44.96155990964424,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
YZY_solana_4H.csv,0.0,-47.645984271355864,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
ZEC_solana_4H.csv,-24.307477485581344,54.819454838939265,8,25.0,-41.882972890978024,-4.197885736700473,-1.169845222667262,0.4012012542632843,-3.4345066236829647,14.13064349253506,-11.055196871722837,75692.52251441866
ZEN_ethereum_4H.csv,0.0,-10.031604762238514,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
ZEREBRO_solana_4H.csv,0.0,-13.950434782403685,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
ZK_ethereum_4H.csv,0.0,-75.22472795193441,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
ZRO_ethereum_4H.csv,0.0,-27.435705785691294,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
