address,symbol,name,liquidity_usd,volume_24h_usd,volume_1h_usd,volume_1h_percent,holder_count,price_change_24h,current_price,three_day_low,price_vs_3d_low,pool_age_hours,volume_surge,market_cap,fdv,buy_24h,sell_24h,unique_wallet_24h,screened_at,birdeye_link,dexscreener_link,chain,period_low,price_vs_low
Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,USDT,159495477.4824672,401377173.4544488,17019030.79380063,4.24,2673554,0.0,1.00031,0.9983156540087956,1.002,established,True,2740766648.130787,2740766648.130787,354032,378094,30819,2025-12-04T14:40:10.975685,https://birdeye.so/token/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB?chain=solana,https://dexscreener.com/solana/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,solana,,
cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,cbBTC,Coinbase Wrapped BTC,23097448.29251933,73968280.445768,1302146.0449882615,1.76,52951,-0.5,93303.84344834906,83807.41146808272,1.113,established,True,407051761.4441274,407051761.4441274,109166,106984,4320,2025-12-04T14:40:11.615056,https://birdeye.so/token/cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij?chain=solana,https://dexscreener.com/solana/cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,solana,,
27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,Jupiter Perps LP,20911788.306229107,51749251.03655577,1454812.5122756711,2.81,64755,0.35,4.838668858498728,4.4092632993402585,1.097,established,True,1762339206.6499054,1761944530.9808693,79317,79986,4222,2025-12-04T14:40:13.268500,https://birdeye.so/token/27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4?chain=solana,https://dexscreener.com/solana/27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,solana,,
6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,TRUMP,OFFICIAL TRUMP,299621143.63633287,36529784.43586006,729372.7931125226,2.0,631896,0.33,6.098096938456181,5.608692802501664,1.087,established,True,1219614616.4756734,6098092331.342188,10208,9526,2463,2025-12-04T14:40:14.532357,https://birdeye.so/token/6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN?chain=solana,https://dexscreener.com/solana/6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,solana,,
0x9D39A5DE30e57443BfF2A8307A4256c8797A3497,SUSDE,Ethena Staked USDe,29081670.53976468,79980890.00468591,1090772.1246791256,1.36,12349,0.01,1.2067561717335786,1.205708876261695,1.001,established,True,3755759083.3924327,3755759083.3924327,615,557,328,2025-12-04T14:40:26.929487,https://birdeye.so/token/0x9D39A5DE30e57443BfF2A8307A4256c8797A3497?chain=ethereum,https://dexscreener.com/ethereum/0x9D39A5DE30e57443BfF2A8307A4256c8797A3497,ethereum,,
0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,USDE,Ethena USDe,43899795.99293928,50373033.80227632,539060.2479772081,1.07,37175,0.01,0.9992993906028532,0.9803004310507732,1.019,established,True,6882301505.326211,6882301505.326211,897,981,529,2025-12-04T14:40:27.757311,https://birdeye.so/token/0x4c9EDD5852cd905f086C759E8383e09bff1E68B3?chain=ethereum,https://dexscreener.com/ethereum/0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,ethereum,,
0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,CBBTC,Coinbase Wrapped BTC,42573326.582145415,36613434.70116904,594226.8248161841,1.62,72369,-0.63,93415.10219673612,83712.57539697818,1.116,established,True,3854540155.716852,3854540155.716852,820,757,481,2025-12-04T14:40:29.402154,https://birdeye.so/token/0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf?chain=ethereum,https://dexscreener.com/ethereum/0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,ethereum,,
0xa3931d71877C0E7a3148CB7Eb4463524FEc27fbD,SUSDS,sUSDS,35615151.62033376,36612751.24676266,341911.0126322389,0.93,5139,0.01,1.0777100733881038,1.0772510770302703,1.0,established,True,4243915521.858878,4243915521.858878,504,534,196,2025-12-04T14:40:30.215105,https://birdeye.so/token/0xa3931d71877C0E7a3148CB7Eb4463524FEc27fbD?chain=ethereum,https://dexscreener.com/ethereum/0xa3931d71877C0E7a3148CB7Eb4463524FEc27fbD,ethereum,,
0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,CRVUSD,crvUSD,278968123.988066,17059571.314857177,283804.15846262267,1.66,93846,-0.03,0.9999668059222504,0.9876253545697388,1.012,established,True,1380763369.2787368,1380763369.2787368,2399,2314,743,2025-12-04T14:40:32.671596,https://birdeye.so/token/0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E?chain=ethereum,https://dexscreener.com/ethereum/0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,ethereum,,
0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,GHO,GHO,5473846.366814964,12711573.374895202,183287.80436934408,1.44,6590,0.0,1.000060286411895,0.9983763867908704,1.002,established,True,428232966.9816824,428232966.9816824,267,288,222,2025-12-04T14:40:33.497084,https://birdeye.so/token/0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f?chain=ethereum,https://dexscreener.com/ethereum/0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,ethereum,,
7m4i7gb6BfucvdFfPkd1CNr55TjpE66HwtQsJ5L9cXvq,XRP,XRP,21317.877122091828,10996587.900074,5001538.981237,45.48,11,-0.0,2.149619230813016,2.1491869516804774,1.0,25.2,True,214961920.9316823,214961920.9316823,86,85,14,2025-12-04T21:46:29.007884,https://birdeye.so/token/7m4i7gb6BfucvdFfPkd1CNr55TjpE66HwtQsJ5L9cXvq?chain=solana,https://dexscreener.com/solana/7m4i7gb6BfucvdFfPkd1CNr55TjpE66HwtQsJ5L9cXvq,solana,,
0x68749665FF8D2d112Fa859AA293F07A622782F38,XAUT,Tether Gold,26941504.75385421,10786829.168049086,1363452.4262803255,12.64,16715,-0.57,4192.919098480142,4156.925723954024,1.009,established,True,2189078197.082128,2189078197.082128,1370,1277,391,2025-12-04T21:47:16.860654,https://birdeye.so/token/0x68749665FF8D2d112Fa859AA293F07A622782F38?chain=ethereum,https://dexscreener.com/ethereum/0x68749665FF8D2d112Fa859AA293F07A622782F38,ethereum,,
Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,USDT,148218171.03550905,402694663.825033,20156029.507812902,5.01,2674586,0.03,1.00031,0.9983156540087956,1.002,established,True,2740766646.357318,2740766646.357318,357083,381466,32287,2025-12-04T21:55:30.631547,https://birdeye.so/token/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB?chain=solana,https://dexscreener.com/solana/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,solana,,
cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,cbBTC,Coinbase Wrapped BTC,22700512.3734924,70949753.90388311,3030324.946231248,4.27,52976,-0.59,92611.5801366129,83807.41146808272,1.105,established,True,404031660.7050141,404031660.7050141,106165,103599,4451,2025-12-04T21:55:31.963207,https://birdeye.so/token/cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij?chain=solana,https://dexscreener.com/solana/cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,solana,,
27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,JLP,Jupiter Perps LP,20800041.428060785,52385801.14895975,1889073.2044289613,3.61,64807,0.11,4.80330254208635,4.4092632993402585,1.089,established,True,1748658023.205278,1748657966.7277057,80499,81223,4327,2025-12-04T21:55:35.678922,https://birdeye.so/token/27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4?chain=solana,https://dexscreener.com/solana/27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,solana,,
GReSFsj7nhmqhqY5fbiVa3aBJPLvFvWwo1rWwYYGr21G,CHE TOKEN,PLOI,28510.99576564563,38528922.92763701,4.491581,0.0,9,0.02,0.0003200021073878,0.0003199321569231,1.0,25.5,True,320002.1067478602,320002.1067478602,360,371,14,2025-12-04T21:55:39.109346,https://birdeye.so/token/GReSFsj7nhmqhqY5fbiVa3aBJPLvFvWwo1rWwYYGr21G?chain=solana,https://dexscreener.com/solana/GReSFsj7nhmqhqY5fbiVa3aBJPLvFvWwo1rWwYYGr21G,solana,,
6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,TRUMP,OFFICIAL TRUMP,298277822.83787364,35853968.96176858,11202.777114898912,0.03,631907,-0.35,6.026973199248409,5.608692802501664,1.075,established,True,1205389922.9689467,6026968644.570253,9146,8744,2248,2025-12-04T21:55:39.644394,https://birdeye.so/token/6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN?chain=solana,https://dexscreener.com/solana/6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,solana,,
5Li8B4ZFFBaVfb4ELTtZNEAJkcxfdd2ubvt7atKoc85z,TheToken,Kabuto,23185.172757069187,14839640.344592009,70.885448,0.0,6,-0.02,0.0064284702121761,0.0064284377797958,1.0,23.7,True,8289434.843392793,8289434.843392793,123,129,17,2025-12-04T21:55:50.998766,https://birdeye.so/token/5Li8B4ZFFBaVfb4ELTtZNEAJkcxfdd2ubvt7atKoc85z?chain=solana,https://dexscreener.com/solana/5Li8B4ZFFBaVfb4ELTtZNEAJkcxfdd2ubvt7atKoc85z,solana,,
7m4i7gb6BfucvdFfPkd1CNr55TjpE66HwtQsJ5L9cXvq,XRP,XRP,21317.877122091828,10996587.900074,5001538.981237,45.48,11,-0.0,2.149619230813016,2.1491869516804774,1.0,25.4,True,214961920.9316823,214961920.9316823,86,85,14,2025-12-04T21:56:04.852339,https://birdeye.so/token/7m4i7gb6BfucvdFfPkd1CNr55TjpE66HwtQsJ5L9cXvq?chain=solana,https://dexscreener.com/solana/7m4i7gb6BfucvdFfPkd1CNr55TjpE66HwtQsJ5L9cXvq,solana,,
0x2EdC30CF3BB7c840c41C1BC3485Aa3619C46465a,BURNETH,BURNETH,14.129121337644824,477636292.9175322,19048370.635930635,3.99,416,0.0,2.0046933754588664e-08,2.0046933754588664e-08,1.0,established,True,2780.910650436339,2780.910650436339,25,25,7,2025-12-04T21:56:19.819510,https://birdeye.so/token/0x2EdC30CF3BB7c840c41C1BC3485Aa3619C46465a?chain=ethereum,https://dexscreener.com/ethereum/0x2EdC30CF3BB7c840c41C1BC3485Aa3619C46465a,ethereum,,
0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,WBTC,Wrapped Bitcoin,536481674.916409,157553738.65238786,4873950.588764523,3.09,148947,-0.52,92522.95902270197,83160.15946226689,1.113,established,True,11561991756.87842,11561991756.87842,13507,13603,2842,2025-12-04T21:56:23.183222,https://birdeye.so/token/0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599?chain=ethereum,https://dexscreener.com/ethereum/0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,ethereum,,
0x2Cf79C91a67ec833f0aC2060E54481a6DB9DeD4a,DEON,Decentralized Onion,0.3770326369119774,76313838.09915382,0.0,0.0,0,0.27,0.69462648585104,0.6573906041289092,1.057,established,True,14587156.20287184,14587156.20287184,4,4,3,2025-12-04T21:56:25.196839,https://birdeye.so/token/0x2Cf79C91a67ec833f0aC2060E54481a6DB9DeD4a?chain=ethereum,https://dexscreener.com/ethereum/0x2Cf79C91a67ec833f0aC2060E54481a6DB9DeD4a,ethereum,,
0x49e5a0F5E776802B89804C9183c2Ece6912cf49A,YODA,Baby Yoda,0.3797720608380509,76291272.00950772,0.0,0.0,0,-0.07,0.5680516009550727,0.5397047868188286,1.053,1209.0,True,568051600.9550726,568051600.9550726,4,4,3,2025-12-04T21:56:25.769839,https://birdeye.so/token/0x49e5a0F5E776802B89804C9183c2Ece6912cf49A?chain=ethereum,https://dexscreener.com/ethereum/0x49e5a0F5E776802B89804C9183c2Ece6912cf49A,ethereum,,
0x2615e47a9372ba141128c585B63Eb6418a91d017,CZI,CATZILLA INU,0.3868731144706283,75948578.83151728,0.0,0.0,0,1.01,0.3544063032334787,0.337518529364237,1.05,established,True,354406303.2334787,354406303.2334787,4,4,3,2025-12-04T21:56:26.392287,https://birdeye.so/token/0x2615e47a9372ba141128c585B63Eb6418a91d017?chain=ethereum,https://dexscreener.com/ethereum/0x2615e47a9372ba141128c585B63Eb6418a91d017,ethereum,,
0xDB179BB6F5516e2Bf6069848462Df6239F5428Fd,CULTB,CULT BROS,0.4086588788701014,57160082.43631184,0.0,0.0,0,1.06,1.467870642154104,1.3946212115120762,1.053,1213.3,True,1467870642.1541042,1467870642.1541042,3,3,3,2025-12-04T21:56:27.817965,https://birdeye.so/token/0xDB179BB6F5516e2Bf6069848462Df6239F5428Fd?chain=ethereum,https://dexscreener.com/ethereum/0xDB179BB6F5516e2Bf6069848462Df6239F5428Fd,ethereum,,
0xc653bF6C1AC372Ab520383561468B9e73a59b337,AGW,Apes Gone Wild,0.6408101368843985,56984890.04741932,0.0,0.0,0,0.0,2.1289736072969323e-08,2.1289736072969323e-08,1.0,1147.6,True,21.289736072969323,21.289736072969323,3,3,3,2025-12-04T21:56:28.435790,https://birdeye.so/token/0xc653bF6C1AC372Ab520383561468B9e73a59b337?chain=ethereum,https://dexscreener.com/ethereum/0xc653bF6C1AC372Ab520383561468B9e73a59b337,ethereum,,
0x0feE4CA81c7982eACCc655A7CAbE3cF05C3b8db9,SSX,SSX,3.471558616178716,56833854.26232338,0.0,0.0,190,0.0,2.8980614254581347e-06,2.8980614254581347e-06,1.0,established,True,22604.87911857345,22604.87911857345,3,3,2,2025-12-04T21:56:29.014943,https://birdeye.so/token/0x0feE4CA81c7982eACCc655A7CAbE3cF05C3b8db9?chain=ethereum,https://dexscreener.com/ethereum/0x0feE4CA81c7982eACCc655A7CAbE3cF05C3b8db9,ethereum,,
0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,CBBTC,Coinbase Wrapped BTC,44365900.10153691,31498537.744918488,389968.2019571652,1.24,72407,-0.49,92752.7640485271,83712.57539697818,1.108,established,True,3827210431.412124,3827210431.412124,698,746,461,2025-12-04T21:56:32.204283,https://birdeye.so/token/0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf?chain=ethereum,https://dexscreener.com/ethereum/0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,ethereum,,
0xa3931d71877C0E7a3148CB7Eb4463524FEc27fbD,SUSDS,sUSDS,36218796.92709644,23708321.69811796,141562.38949453627,0.6,5136,0.02,1.0777695424579796,1.0772510770302703,1.0,established,True,4262104841.5289774,4262104841.5289774,459,526,200,2025-12-04T21:56:33.745869,https://birdeye.so/token/0xa3931d71877C0E7a3148CB7Eb4463524FEc27fbD?chain=ethereum,https://dexscreener.com/ethereum/0xa3931d71877C0E7a3148CB7Eb4463524FEc27fbD,ethereum,,
0x7Ea2b10f66a90591CBD2dcFF129F8F90983b260e,BST,BULLETSTORM,0.0203010655417622,19015440.222352736,0.0,0.0,0,0.0,1.0480496579140597e-15,1.0480496579140597e-15,1.0,established,True,1.0480496579140597e-07,1.0480496579140597e-07,1,1,1,2025-12-04T21:56:35.935549,https://birdeye.so/token/0x7Ea2b10f66a90591CBD2dcFF129F8F90983b260e?chain=ethereum,https://dexscreener.com/ethereum/0x7Ea2b10f66a90591CBD2dcFF129F8F90983b260e,ethereum,,
0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a,AUSD,Agora Dollar,10105755.891298931,17278593.864365,71675.05518000001,0.41,290,-0.02,0.9996487587348684,0.9996487587348684,1.0,established,True,68287590.40498708,68287590.40498708,51,21,49,2025-12-04T21:56:36.657824,https://birdeye.so/token/0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a?chain=ethereum,https://dexscreener.com/ethereum/0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a,ethereum,,
0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,CRVUSD,crvUSD,284292495.0579472,16213766.158468924,157190.71561474734,0.97,93851,-0.04,0.9996810056906292,0.9876253545697388,1.012,established,True,1380368733.6884186,1380368733.6884186,2251,2396,743,2025-12-04T21:56:37.300455,https://birdeye.so/token/0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E?chain=ethereum,https://dexscreener.com/ethereum/0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,ethereum,,
0x45804880De22913dAFE09f4980848ECE6EcbAf78,PAXG,PAX Gold,43222409.9631877,10898726.867514191,431074.112212725,3.96,63679,-0.98,4199.775016395853,4120.352326572493,1.019,established,True,1423553270.0898285,1423553270.0898285,1759,1858,659,2025-12-04T21:56:37.943259,https://birdeye.so/token/0x45804880De22913dAFE09f4980848ECE6EcbAf78?chain=ethereum,https://dexscreener.com/ethereum/0x45804880De22913dAFE09f4980848ECE6EcbAf78,ethereum,,
0x68749665FF8D2d112Fa859AA293F07A622782F38,XAUT,Tether Gold,26941504.75385421,10837915.877373368,983054.9919305076,9.07,16716,-0.81,4191.65196269111,4156.925723954024,1.008,established,True,2188416639.045028,2188416639.045028,1378,1284,387,2025-12-04T21:56:39.102378,https://birdeye.so/token/0x68749665FF8D2d112Fa859AA293F07A622782F38?chain=ethereum,https://dexscreener.com/ethereum/0x68749665FF8D2d112Fa859AA293F07A622782F38,ethereum,,
0x18084fbA666a33d37592fA2633fD49a74DD93a88,TBTC,tBTC,27077768.837773032,8603599.742969215,520039.1731840692,6.04,19776,-1.05,92009.5648587928,83621.66884419225,1.1,established,True,566458078.6958591,566458078.6958591,658,551,334,2025-12-04T21:56:40.427529,https://birdeye.so/token/0x18084fbA666a33d37592fA2633fD49a74DD93a88?chain=ethereum,https://dexscreener.com/ethereum/0x18084fbA666a33d37592fA2633fD49a74DD93a88,ethereum,,
0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,GHO,GHO,5473699.820595551,6055657.728358836,165193.15618453742,2.73,6583,0.0,0.9999947613539812,0.9983763867908704,1.002,established,True,428555273.9168664,428555273.9168664,254,266,211,2025-12-04T21:56:42.281320,https://birdeye.so/token/0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f?chain=ethereum,https://dexscreener.com/ethereum/0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,ethereum,,
0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD,RLUSD,Ripple USD,76314020.67990729,5767811.9152481,25018.28819903273,0.43,6543,-0.0,0.9998127777142856,0.9996102010196436,1.0,established,True,1045526628.141298,1045526628.141298,76,120,90,2025-12-04T21:56:42.913798,https://birdeye.so/token/0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD?chain=ethereum,https://dexscreener.com/ethereum/0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD,ethereum,,
6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,TRUMP,OFFICIAL TRUMP,298277877.4492529,35612731.81880795,18007.60927077252,0.05,631912,1.06,6.048240826887419,,,established,True,1209643431.8520982,6048236256.136984,9135,8679,2238,2025-12-04T22:10:01.132109,https://birdeye.so/token/6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN?chain=solana,https://dexscreener.com/solana/6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,solana,5.608692802501664,1.078
0x2f6Ae7C81a57353EB5aaBb6653428382a498CE97,BURNETH,BURNETH,7.638803591061534,2984780691.9455395,0.0,0.0,11,4.2,3.0391400990951656,,,established,True,182576341453.1421,182576341453.1421,156,156,3,2025-12-04T22:10:17.533340,https://birdeye.so/token/0x2f6Ae7C81a57353EB5aaBb6653428382a498CE97?chain=ethereum,https://dexscreener.com/ethereum/0x2f6Ae7C81a57353EB5aaBb6653428382a498CE97,ethereum,2.657330769002816,1.144
0x2EdC30CF3BB7c840c41C1BC3485Aa3619C46465a,BURNETH,BURNETH,14.129121337644824,477636292.9175322,0.0,0.0,416,0.0,2.0046933754588664e-08,,,established,True,2780.910650436339,2780.910650436339,25,25,7,2025-12-04T22:10:18.143360,https://birdeye.so/token/0x2EdC30CF3BB7c840c41C1BC3485Aa3619C46465a?chain=ethereum,https://dexscreener.com/ethereum/0x2EdC30CF3BB7c840c41C1BC3485Aa3619C46465a,ethereum,2.0046933754588664e-08,1.0
0x0BEE91533Be2EDE0936Ea53457Ce7bd9b0B398c6,SBI,Sickburn Inu,13.1908259601588,401821576.5181862,0.0,0.0,58,4.58,0.0161890680365422,,,established,True,13576834.98824472,13576834.98824472,21,21,6,2025-12-04T22:10:18.818495,https://birdeye.so/token/0x0BEE91533Be2EDE0936Ea53457Ce7bd9b0B398c6?chain=ethereum,https://dexscreener.com/ethereum/0x0BEE91533Be2EDE0936Ea53457Ce7bd9b0B398c6,ethereum,0.0141262806100382,1.146
0x49e5a0F5E776802B89804C9183c2Ece6912cf49A,YODA,Baby Yoda,0.3797720608380509,76291272.00950772,0.0,0.0,0,-0.07,0.5680516009550727,,,1209.2,True,568051600.9550726,568051600.9550726,4,4,3,2025-12-04T22:10:27.767311,https://birdeye.so/token/0x49e5a0F5E776802B89804C9183c2Ece6912cf49A?chain=ethereum,https://dexscreener.com/ethereum/0x49e5a0F5E776802B89804C9183c2Ece6912cf49A,ethereum,0.5397047849814041,1.053
0x2615e47a9372ba141128c585B63Eb6418a91d017,CZI,CATZILLA INU,0.3868731144706283,75948578.83151728,0.0,0.0,0,1.01,0.3544063032334787,,,established,True,354406303.2334787,354406303.2334787,4,4,3,2025-12-04T22:10:28.332272,https://birdeye.so/token/0x2615e47a9372ba141128c585B63Eb6418a91d017?chain=ethereum,https://dexscreener.com/ethereum/0x2615e47a9372ba141128c585B63Eb6418a91d017,ethereum,0.3372123553076637,1.051
0xDB179BB6F5516e2Bf6069848462Df6239F5428Fd,CULTB,CULT BROS,0.4086588788701014,57160082.43631184,0.0,0.0,0,1.06,1.467870642154104,,,1213.5,True,1467870642.1541042,1467870642.1541042,3,3,3,2025-12-04T22:10:28.909885,https://birdeye.so/token/0xDB179BB6F5516e2Bf6069848462Df6239F5428Fd?chain=ethereum,https://dexscreener.com/ethereum/0xDB179BB6F5516e2Bf6069848462Df6239F5428Fd,ethereum,1.3946212068861403,1.053
0xc653bF6C1AC372Ab520383561468B9e73a59b337,AGW,Apes Gone Wild,0.6408101368843985,56984890.04741932,0.0,0.0,0,0.0,2.1289736072969323e-08,,,1147.8,True,21.289736072969323,21.289736072969323,3,3,3,2025-12-04T22:10:29.646455,https://birdeye.so/token/0xc653bF6C1AC372Ab520383561468B9e73a59b337?chain=ethereum,https://dexscreener.com/ethereum/0xc653bF6C1AC372Ab520383561468B9e73a59b337,ethereum,2.1289736072969323e-08,1.0
0x0feE4CA81c7982eACCc655A7CAbE3cF05C3b8db9,SSX,SSX,3.471558616178716,56833854.26232338,0.0,0.0,190,0.0,2.8980614254581347e-06,,,established,True,22604.87911857345,22604.87911857345,3,3,2,2025-12-04T22:10:30.387731,https://birdeye.so/token/0x0feE4CA81c7982eACCc655A7CAbE3cF05C3b8db9?chain=ethereum,https://dexscreener.com/ethereum/0x0feE4CA81c7982eACCc655A7CAbE3cF05C3b8db9,ethereum,2.80626487290572e-06,1.033
0x7Ea2b10f66a90591CBD2dcFF129F8F90983b260e,BST,BULLETSTORM,0.0203010655417622,19015440.222352736,0.0,0.0,0,0.0,1.0480496579140597e-15,,,established,True,1.0480496579140597e-07,1.0480496579140597e-07,1,1,1,2025-12-04T22:10:39.348072,https://birdeye.so/token/0x7Ea2b10f66a90591CBD2dcFF129F8F90983b260e?chain=ethereum,https://dexscreener.com/ethereum/0x7Ea2b10f66a90591CBD2dcFF129F8F90983b260e,ethereum,1.0480496579140597e-15,1.0
0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a,AUSD,Agora Dollar,10105755.891298931,16841407.818121,699.771533,0.0,290,-0.02,0.9996487587348684,,,established,True,68287590.40498708,68287590.40498708,45,21,47,2025-12-04T22:10:40.136129,https://birdeye.so/token/0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a?chain=ethereum,https://dexscreener.com/ethereum/0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a,ethereum,0.9993731797987948,1.0
0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,CRVUSD,crvUSD,284290040.67832315,14774805.76062389,186988.71322786337,1.27,93848,-0.04,0.9996806397258766,,,established,True,1380368228.3609197,1380368228.3609197,2246,2360,739,2025-12-04T22:10:41.204272,https://birdeye.so/token/0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E?chain=ethereum,https://dexscreener.com/ethereum/0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,ethereum,0.9660592847001572,1.035
0xa3931d71877C0E7a3148CB7Eb4463524FEc27fbD,SUSDS,sUSDS,36190904.64952597,13076512.905674502,161559.0530418722,1.24,5135,0.02,1.0777695424579796,,,established,True,4262104841.5289774,4262104841.5289774,436,518,200,2025-12-04T22:10:41.975240,https://birdeye.so/token/0xa3931d71877C0E7a3148CB7Eb4463524FEc27fbD?chain=ethereum,https://dexscreener.com/ethereum/0xa3931d71877C0E7a3148CB7Eb4463524FEc27fbD,ethereum,1.076724044153876,1.001
0x45804880De22913dAFE09f4980848ECE6EcbAf78,PAXG,PAX Gold,43222409.96318772,10766491.581007626,543568.8429212424,5.05,63680,-0.46,4213.527364282573,,,established,True,1428214757.8431308,1428214757.8431308,1697,1840,639,2025-12-04T22:10:42.895922,https://birdeye.so/token/0x45804880De22913dAFE09f4980848ECE6EcbAf78?chain=ethereum,https://dexscreener.com/ethereum/0x45804880De22913dAFE09f4980848ECE6EcbAf78,ethereum,3956.88779695072,1.065
0x68749665FF8D2d112Fa859AA293F07A622782F38,XAUT,Tether Gold,26941504.75385421,10756907.555170208,802579.6514559315,7.46,16719,-0.45,4199.222545992258,,,established,True,2192369159.581316,2192369159.581316,1319,1252,381,2025-12-04T22:10:44.413953,https://birdeye.so/token/0x68749665FF8D2d112Fa859AA293F07A622782F38?chain=ethereum,https://dexscreener.com/ethereum/0x68749665FF8D2d112Fa859AA293F07A622782F38,ethereum,3909.19781082211,1.074
0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,GHO,GHO,5473699.820595551,6208287.31732473,314006.53986729577,5.06,6586,0.04,1.000045511539977,,,established,True,428577023.2906643,428577023.2906643,244,261,211,2025-12-04T22:10:47.167873,https://birdeye.so/token/0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f?chain=ethereum,https://dexscreener.com/ethereum/0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,ethereum,0.9956853927875522,1.004
0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD,RLUSD,Ripple USD,76314020.67990729,5767811.9152481,25018.28819903273,0.43,6543,-0.0,0.9998127777142856,,,established,True,1045526628.141298,1045526628.141298,76,120,90,2025-12-04T22:10:49.022369,https://birdeye.so/token/0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD?chain=ethereum,https://dexscreener.com/ethereum/0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD,ethereum,0.9993696377628573,1.0
