open,high,low,close,volume,unixTime,address,type,currency,timestamp
4.039555516973996,4.961952904249204,4.007706463257674,4.190886475136526,1310293.7537361917,1733961600,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-12
4.190886475136526,4.41004500875881,4.095673454861317,4.2225613068891725,559480.7732632696,1734048000,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-13
4.2225613068891725,4.299304816717525,3.931362318392422,4.016908513295193,425207.6822391716,1734134400,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-14
4.016908513295193,4.30986573662648,3.871182617835258,4.09132548559956,450319.76328959875,1734220800,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-15
4.09132548559956,4.209126717494154,3.7907320820216284,3.8529208079907837,341247.76028602984,1734307200,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-16
3.8529208079907837,3.8870892694955392,3.5918899138048466,3.664144268595109,436085.50503893744,1734393600,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-17
3.664144268595109,3.7603219013210882,3.3794074241591296,3.422988559966449,665896.1087312612,1734480000,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-18
3.422988559966449,3.7015852182720996,3.2119769457142286,3.5500785425948003,1460082.4327226405,1734566400,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-19
3.5500785425948003,3.657637280133701,2.675208121278776,3.105437953491216,1600169.559605997,1734652800,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-20
3.105437953491216,3.2734414978894533,2.737518803454366,2.806106132816628,824297.0749212778,1734739200,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-21
2.806106132816628,3.0708774716299545,2.781543508779847,2.8841899724744753,756440.8999473802,1734825600,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-22
2.8841899724744753,3.1269946299392553,2.804566346150428,3.0688189953129936,687452.5734365478,1734912000,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-23
3.0688189953129936,3.2904372833691578,2.961729188710229,3.1817994112459935,488825.24830676167,1734998400,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-24
3.1817994112459935,3.2052921395470495,3.019687058309293,3.0546761908294715,305606.0034213699,1735084800,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-25
3.0546761908294715,3.105041586491703,2.811285315285746,2.84350168204724,310436.73664770985,1735171200,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-26
2.84350168204724,3.1224316947548645,2.8300258182093136,2.9693709517037568,578127.2456198217,1735257600,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-27
2.9693709517037568,3.024600365536004,2.8438748669028016,2.9945930728967727,350867.0245074495,1735344000,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-28
2.9945930728967727,3.005755272068791,2.7672865365629122,2.806599467364621,362332.18727864005,1735430400,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-29
2.806599467364621,2.9348483070269586,2.687471037925425,2.81617112644983,511124.3439381797,1735516800,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-30
2.81617112644983,3.0289554126613676,2.7022320635202846,2.902938991092483,580873.8796321078,1735603200,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2024-12-31
2.902938991092483,3.01357892305257,2.8187036495565314,3.01357892305257,377940.5107915303,1735689600,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-01
3.01357892305257,3.5581895955988694,2.991767605460435,3.529436847702429,902187.0365513393,1735776000,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-02
3.529436847702429,3.7516287501914145,3.349957032409513,3.7019145661044703,585728.3214775384,1735862400,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-03
3.7019145661044703,3.7635852606087847,3.576565829445585,3.7049698428015896,449858.82989177963,1735948800,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-04
3.7049698428015896,4.057242236407134,3.5978277469672935,3.9087408783916664,886899.4444152489,1736035200,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-05
3.9087408783916664,4.042154170520193,3.7023866831642858,3.784790712760861,702225.8474005406,1736121600,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-06
3.784790712760861,3.7985710911013655,3.3443667503302867,3.3758118450192147,525351.1708233509,1736208000,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-07
3.3758118450192147,3.4438390556343856,2.9996480434413586,3.1381019500396237,696136.4032187681,1736294400,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-08
3.1381019500396237,3.203055344888818,2.9038787903872905,2.9980695783837104,686172.8788765435,1736380800,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-09
2.9980695783837104,3.274791765066612,2.991660156374219,3.1106644959655987,856701.5380749919,1736467200,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-10
3.1106644959655987,3.1243488933887855,2.934912616166624,3.000842622685408,324384.7612034208,1736553600,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-11
3.000842622685408,3.093292875643339,2.8800470434873517,2.9799663473986078,366007.0814152098,1736640000,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-12
2.9799663473986078,3.0643606916498305,2.5840322023458753,2.8715910012418675,1000402.455939354,1736726400,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-13
2.8715910012418675,2.9845950715656717,2.835732948485504,2.947423000681504,639038.5182058486,1736812800,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-14
2.947423000681504,3.356408521323593,2.83223823753269,3.3360629748570543,966450.075386412,1736899200,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-15
3.3360629748570543,3.4235714869331764,3.193091907230861,3.3253876346331306,806003.6528200991,1736985600,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-16
3.3253876346331306,3.5804297732515424,3.3253876346331306,3.5445330888381537,483851.1746737898,1737072000,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-17
3.5445330888381537,3.6734465078789453,3.1886929210552775,3.274201063667244,1238261.9247379387,1737158400,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-18
3.274201063667244,3.3675799193153506,2.638739698045407,2.791145918411791,1997080.147216496,1737244800,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-19
2.791145918411791,3.232336939367062,2.752574968798738,2.9341704509069486,2327855.83117456,1737331200,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-20
2.9341704509069486,3.1440747889435157,2.770838009689422,3.040172041150533,1231402.1488160384,1737417600,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,1D,usd,2025-01-21
