open,high,low,close,volume,unixTime,address,type,currency,timestamp
28.308121144159042,34.20855581880547,0.18241600088488305,28.308121144159042,1100336102.5294828,1737158400,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-18
28.308121144159042,75.83654565514843,24.383578140676203,46.11851175295548,246510593.1935302,1737244800,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-19
46.11851175295548,64.67347533676435,34.543931062560404,36.306040044115214,110641913.82850263,1737331200,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-20
36.306040044115214,49.930839533912376,30.28090501996607,43.42569161328863,79868122.62720941,1737417600,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-21
43.42569161328863,44.309813153986404,35.59049272492909,36.66751574137913,22940099.858049948,1737504000,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-22
36.66751574137913,39.71432619717044,33.169483139109566,34.54195554487451,19822887.205413632,1737590400,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-23
34.54195554487451,35.76416459729146,28.877762024042234,29.75339915775665,12043476.32737978,1737676800,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-24
29.75339915775665,30.96792643408735,25.629242896630963,28.592561345640878,14928736.281199425,1737763200,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-25
28.592561345640878,32.23061109917356,26.935230696286148,27.482192823988452,8943018.040097663,1737849600,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-26
27.482192823988452,28.1386300090534,24.628588270053694,28.08889672068543,10898205.546236916,1737936000,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-27
28.08889672068543,30.662873464382173,25.34697743394946,27.481526187155104,9358675.890238037,1738022400,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-28
27.481526187155104,28.884355176348162,26.40315224021662,27.206182676619775,6031895.174989913,1738108800,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-29
27.206182676619775,28.320789578023227,25.543968046652445,25.884819211103345,3416326.5143009876,1738195200,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-30
25.884819211103345,26.675361240260454,23.667188707939427,24.148511297538995,4542249.861691029,1738281600,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,1D,usd,2025-01-31
