address,close,high,low,open,type,unixTime,volume,currency,timestamp
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.5109324147758219,1.6155651232566348,1.4928935339289962,1.5291536667489378,1D,1733961600,135973.52227958268,usd,2024-12-12
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.4640804856294074,1.5496132672570173,1.441910583606776,1.5109324147758219,1D,1734048000,121864.35133206335,usd,2024-12-13
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.3896045226687337,1.4988065518267992,1.3451849041951396,1.4640804856294074,1D,1734134400,219906.82183533508,usd,2024-12-14
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.5036513575182038,1.5036513575182038,1.3433344599547428,1.3896045226687337,1D,1734220800,148638.46264997023,usd,2024-12-15
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.3906829304337682,1.5214748644007483,1.3623664588441133,1.5036513575182038,1D,1734307200,244313.4627275567,usd,2024-12-16
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.3121472178606037,1.4407342313091545,1.280532846982742,1.3906829304337682,1D,1734393600,402404.4433638974,usd,2024-12-17
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.2689252020603263,1.3596534641673768,1.2137443272123078,1.3121472178606037,1D,1734480000,196670.39062450326,usd,2024-12-18
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.1714673105828755,1.307686620057499,1.134102859438777,1.2689252020603263,1D,1734566400,280997.4032791473,usd,2024-12-19
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.1417820648210957,1.2257715683311907,1.0064372011650329,1.1714673105828755,1D,1734652800,153324.55346503732,usd,2024-12-20
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.1359639881055479,1.2089897129114409,1.0812403154014272,1.1417820648210957,1D,1734739200,182430.42416514957,usd,2024-12-21
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.0971517279160474,1.1502612163616197,1.070649763164894,1.1359639881055479,1D,1734825600,142021.95849595143,usd,2024-12-22
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.2266708372110235,1.2266708372110235,1.0749027417552093,1.0971517279160474,1D,1734912000,61456.10680437259,usd,2024-12-23
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.1935923129322301,1.2472052821496853,1.1326648844495173,1.2266708372110235,1D,1734998400,132537.1911037291,usd,2024-12-24
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.140931817398851,1.1935923129322301,1.115997370373339,1.1935923129322301,1D,1735084800,66365.43330105927,usd,2024-12-25
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.0695157386021688,1.140931817398851,1.0618482519025114,1.140931817398851,1D,1735171200,136663.59316165315,usd,2024-12-26
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.1262328037261555,1.2035904151442371,1.0695157386021688,1.0695157386021688,1D,1735257600,168257.72528123303,usd,2024-12-27
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.1579666149035648,1.1579666149035648,1.0781904301844072,1.1262328037261555,1D,1735344000,84708.7408647168,usd,2024-12-28
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.0957481997102752,1.1649980097484802,1.0944616273970733,1.1579666149035648,1D,1735430400,46769.08088010729,usd,2024-12-29
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.111559260869138,1.2133306493501463,1.0770242999603392,1.0957481997102752,1D,1735516800,191359.9601374239,usd,2024-12-30
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.066447043488251,1.133326414423211,1.002644377538297,1.111559260869138,1D,1735603200,185969.75403163562,usd,2024-12-31
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.128334155059481,1.1385604655721284,1.0662090438997194,1.066447043488251,1D,1735689600,74196.52870027008,usd,2025-01-01
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.1102206721829448,1.1787269097160764,1.0949660125832918,1.128334155059481,1D,1735776000,77688.20634435599,usd,2025-01-02
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.1397506238428463,1.1591960796917635,1.0838704953610134,1.1102206721829448,1D,1735862400,47807.90120097299,usd,2025-01-03
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.1901891197697472,1.2122169322074328,1.1290481771238705,1.1397506238428463,1D,1735948800,84289.88144897461,usd,2025-01-04
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.1587111308124747,1.20377761034048,1.1353908056087252,1.1901891197697472,1D,1736035200,73458.35233885908,usd,2025-01-05
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.17121927084144,1.213587474161679,1.136501919422123,1.1587111308124747,1D,1736121600,188454.5423901278,usd,2025-01-06
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,1.0198672948541887,1.17121927084144,1.011564940102262,1.17121927084144,1D,1736208000,73304.47870152835,usd,2025-01-07
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.9039128950448689,1.0487701724452099,0.863408316266711,1.0198672948541887,1D,1736294400,157022.67596106292,usd,2025-01-08
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.8322917131183354,0.9179624053144185,0.7884626539552788,0.9039128950448689,1D,1736380800,207245.35591547514,usd,2025-01-09
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.9093507052527847,0.9323091763727246,0.8322917131183354,0.8322917131183354,1D,1736467200,158738.65663032027,usd,2025-01-10
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.8880230431558513,0.9131137452393342,0.8606058485057444,0.9093507052527847,1D,1736553600,114187.61879360792,usd,2025-01-11
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.8836571244574957,0.9171117289681548,0.8628971593911715,0.8880230431558513,1D,1736640000,81784.2445783452,usd,2025-01-12
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.7186090543909242,0.9219035490090813,0.6943386796713739,0.8836571244574957,1D,1736726400,315219.65561646514,usd,2025-01-13
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.7391687445767511,0.7944663006448026,0.7186090543909242,0.7186090543909242,1D,1736812800,294151.95729684376,usd,2025-01-14
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.7663926243460424,0.7849655215814262,0.701933281705292,0.7391687445767511,1D,1736899200,215154.2912238813,usd,2025-01-15
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.7706170984784599,0.7807754284411156,0.7334536516587792,0.7663926243460424,1D,1736985600,113324.43141407229,usd,2025-01-16
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.8831261799369235,0.9474152439447993,0.7706170984784599,0.7706170984784599,1D,1737072000,168296.6713102363,usd,2025-01-17
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,0.7746526510935299,0.8831261799369235,0.7632694581040304,0.8831261799369235,1D,1737158400,146434.31079627897,usd,2025-01-18
