address,close,high,low,open,type,unixTime,volume,currency,timestamp
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.00018541233185951646,0.00018541233185951646,4.248566377856173e-06,4.248566377856173e-06,1D,1753747200,861964417.7283562,usd,2025-07-29
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0002587514580485055,0.0002587514580485055,0.00018541233185951646,0.00018541233185951646,1D,1753833600,16964369.827856764,usd,2025-07-30
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0002876845947840604,0.0002876845947840604,0.0002587514580485055,0.0002587514580485055,1D,1753920000,7495097.204597902,usd,2025-07-31
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0002876845947840604,0.0002876845947840604,0.0002876845947840604,0.0002876845947840604,1D,1754006400,0.0,usd,2025-08-01
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0002876845947840604,0.0002876845947840604,0.0002876845947840604,0.0002876845947840604,1D,1754092800,0.0,usd,2025-08-02
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0002876845947840604,0.0002876845947840604,0.0002876845947840604,0.0002876845947840604,1D,1754179200,0.0,usd,2025-08-03
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0002877619258401135,0.00028788200325707304,0.0002869820310361005,0.0002876845947840604,1D,1754265600,669333.4990198427,usd,2025-08-04
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0002910652619821731,0.0002910652619821731,0.0002877619258401135,0.0002877619258401135,1D,1754352000,337133.6283180907,usd,2025-08-05
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0003059987800738387,0.0003059987800738387,0.0002910652619821731,0.0002910652619821731,1D,1754438400,4692621.48592145,usd,2025-08-06
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0003059987800738387,0.0003059987800738387,0.0003059987800738387,0.0003059987800738387,1D,1754524800,4481.877338110023,usd,2025-08-07
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0003059987800738387,0.0003059987800738387,0.0003059987800738387,0.0003059987800738387,1D,1754611200,0.0,usd,2025-08-08
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0003059987800738387,0.0003059987800738387,0.0003059987800738387,0.0003059987800738387,1D,1754697600,0.0,usd,2025-08-09
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0003059987800738387,0.0003059987800738387,0.0003059987800738387,0.0003059987800738387,1D,1754784000,0.0,usd,2025-08-10
0xb9C0c6852EeDa726cC8563900b0D66f8dB3ED199,0.0003059987800738387,0.0003059987800738387,0.0003059987800738387,0.0003059987800738387,1D,1754870400,0.0,usd,2025-08-11
