event_time,BNB_funding_rate,BNB_annual_rate,BTC_funding_rate,BTC_annual_rate,ETH_funding_rate,ETH_annual_rate,FARTCOIN_funding_rate,FARTCOIN_annual_rate,SOL_funding_rate,SOL_annual_rate,WIF_funding_rate,WIF_annual_rate
08:42:03,0.0,0.0,2.238e-05,2.45061,5.081e-05,5.563695,5e-05,5.4750000000000005,2.696e-05,2.9521200000000003,-3.368e-05,-3.68796
