address,high,open,low,close,type,volume,unixTime,currency,timestamp
0x9E9FbDE7C7a83c43913BddC8779158F1368F0413,846.5323569985587,846.5323569985587,846.5323569985587,846.5323569985587,4H,0.0,1749902400,usd,2025-06-14 12:00:00
0x9E9FbDE7C7a83c43913BddC8779158F1368F0413,846.5323569985587,846.5323569985587,833.3437415539909,833.3437415539909,4H,0.011876641191894813,1749916800,usd,2025-06-14 16:00:00
0x9E9FbDE7C7a83c43913BddC8779158F1368F0413,844.4144924650935,833.3437415539909,833.3437415539909,844.4144924650935,4H,0.5462750548299272,1749931200,usd,2025-06-14 20:00:00
0x9E9FbDE7C7a83c43913BddC8779158F1368F0413,844.4144924650935,844.4144924650935,844.4144924650935,844.4144924650935,4H,0.0,1749945600,usd,2025-06-15 00:00:00
0x9E9FbDE7C7a83c43913BddC8779158F1368F0413,844.4144924650935,844.4144924650935,844.4144924650935,844.4144924650935,4H,0.0,1749960000,usd,2025-06-15 04:00:00
0x9E9FbDE7C7a83c43913BddC8779158F1368F0413,844.4144924650935,844.4144924650935,839.5507927086975,839.5507927086975,4H,0.17443122678520578,1749974400,usd,2025-06-15 08:00:00
0x9E9FbDE7C7a83c43913BddC8779158F1368F0413,839.5507927086975,839.5507927086975,839.5507927086975,839.5507927086975,4H,0.0,1749988800,usd,2025-06-15 12:00:00
0x9E9FbDE7C7a83c43913BddC8779158F1368F0413,866.8326205630922,839.5507927086975,839.5507927086975,866.8326205630922,4H,0.08436443259369206,1750003200,usd,2025-06-15 16:00:00
0x9E9FbDE7C7a83c43913BddC8779158F1368F0413,866.8326205630922,866.8326205630922,866.8326205630922,866.8326205630922,4H,0.0,1750017600,usd,2025-06-15 20:00:00
0x9E9FbDE7C7a83c43913BddC8779158F1368F0413,866.8326205630922,866.8326205630922,866.8326205630922,866.8326205630922,4H,0.0,1750032000,usd,2025-06-16 00:00:00
