address,close,high,low,open,type,unixTime,volume,currency,timestamp
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5938773887147641,0.6048786543925952,0.5938400430697002,0.6023059512988019,4H,1749902400,50955.637467282235,usd,2025-06-14 12:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5868546055286823,0.5938773887147641,0.5848018543509761,0.5938773887147641,4H,1749916800,65584.83546210974,usd,2025-06-14 16:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5945832302466696,0.5970780514210458,0.5834199686884531,0.5868546055286823,4H,1749931200,33207.49113375003,usd,2025-06-14 20:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.592792288158402,0.5957645802284173,0.5920536373025215,0.5945832302466696,4H,1749945600,34189.84734535695,usd,2025-06-15 00:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5862709004561999,0.5988470884859615,0.5862709004561999,0.592792288158402,4H,1749960000,60285.33275941329,usd,2025-06-15 04:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5903438774347146,0.5903438774347146,0.577544054542403,0.5862709004561999,4H,1749974400,84492.37875568742,usd,2025-06-15 08:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5939744274987615,0.5975872916659791,0.5861847202960141,0.5903438774347146,4H,1749988800,53804.022038711206,usd,2025-06-15 12:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5907805676848443,0.5939744274987615,0.5471891277872334,0.5939744274987615,4H,1750003200,337235.4203923699,usd,2025-06-15 16:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5922207916963901,0.5953426214799844,0.5750822138449481,0.5907805676848443,4H,1750017600,85720.98601126028,usd,2025-06-15 20:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.6032082619122422,0.6105463241860272,0.591561228421117,0.5922207916963901,4H,1750032000,118400.30604771187,usd,2025-06-16 00:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.6164934110138715,0.6232546330852771,0.6022079185253986,0.6032082619122422,4H,1750046400,121063.60820758987,usd,2025-06-16 04:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.6170485106757462,0.6225147371570058,0.613581812757862,0.6164934110138715,4H,1750060800,192904.18461148185,usd,2025-06-16 08:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.6251326211211412,0.6355794433360904,0.6170485106757462,0.6170485106757462,4H,1750075200,177776.27921897697,usd,2025-06-16 12:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.6438755003083088,0.6460478923378524,0.6251326211211412,0.6251326211211412,4H,1750089600,170159.78411553445,usd,2025-06-16 16:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.6103888968289368,0.6438755003083088,0.6080714455461788,0.6438755003083088,4H,1750104000,168831.2386023575,usd,2025-06-16 20:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.6111067183842351,0.6162868999493014,0.592298091581067,0.6103888968289368,4H,1750118400,153347.5027341495,usd,2025-06-17 00:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5998169298887547,0.6111067183842351,0.5955863452488649,0.6111067183842351,4H,1750132800,221332.8613571928,usd,2025-06-17 04:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5823209883052529,0.5998169298887547,0.5778658777738068,0.5998169298887547,4H,1750147200,95731.57014967769,usd,2025-06-17 08:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.570394513462553,0.585287613408851,0.5651920759939627,0.5823209883052529,4H,1750161600,249108.4055394216,usd,2025-06-17 12:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5901454645887609,0.5939033360801124,0.5644398469375577,0.570394513462553,4H,1750176000,143266.77556079233,usd,2025-06-17 16:00:00
0xD533a949740bb3306d119CC777fa900bA034cd52,0.5818103807046898,0.5917236323892491,0.5795172055332958,0.5901454645887609,4H,1750190400,57659.158674552535,usd,2025-06-17 20:00:00
