address,high,open,low,close,type,volume,unixTime,currency,timestamp
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1749902400,usd,2025-06-14 12:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1749916800,usd,2025-06-14 16:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1749931200,usd,2025-06-14 20:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1749945600,usd,2025-06-15 00:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1749960000,usd,2025-06-15 04:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1749974400,usd,2025-06-15 08:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1749988800,usd,2025-06-15 12:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750003200,usd,2025-06-15 16:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750017600,usd,2025-06-15 20:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750032000,usd,2025-06-16 00:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750046400,usd,2025-06-16 04:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750060800,usd,2025-06-16 08:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750075200,usd,2025-06-16 12:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750089600,usd,2025-06-16 16:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750104000,usd,2025-06-16 20:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750118400,usd,2025-06-17 00:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750132800,usd,2025-06-17 04:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750147200,usd,2025-06-17 08:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750161600,usd,2025-06-17 12:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750176000,usd,2025-06-17 16:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750190400,usd,2025-06-17 20:00:00
C6oFsE8nXRDThzrMEQ5SxaNFGKoyyfWDDVPw37JKvPTe,3445.9227372914725,3445.9227372914725,3445.9227372914725,3445.9227372914725,4H,0.0,1750204800,usd,2025-06-18 00:00:00
